product_content,product_name,product_slug,product_category,product_tag,visibility,featured_image,stock_status,regular_price,sku,upsell_ids,crosssell_ids,sale_price_dates_from,sale_price_dates_to,price,sold_individually
,Jucarii Patut,jucarii-patut-2,,,1,,In stoc,,,,,,,,79
,Accesorii,accesorii,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2015/01/Baza-isofix-pentru-scoica-auto.png,In stoc,,,,,,,,100
,Argintarie,argintarie,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/ARGINTARIE-BEBELUSI.png,In stoc,,,,,,,,
"<strong>Dimensiuni:

Lungime: 127 cm
Latime: 63 cm
Grosime: 10 cm</strong>",Saltea KID - Cu spuma,saltea-kid-cu-spuma-6,Saltele si Perne,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/05/kidtex_0020_spring_0020_mattress.jpg,In stoc,299,112500,,,,,,299
,Colectia Petit,colectia-petit,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/09/COLECTIA-PETIT-ERBESI-ITALIA.png,In stoc,,,,,,,,1061
,Promotii Mobilier,promotii-mobilier,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/08/SALE.png,In stoc,,,,,,,,1603
"Mobila pentru dormitor bebelus format din patut bebe lemn, comoda bebelus cu sertare si masa de infasat, cabinet bebelus, dulap hainute pentru umerase. ",Colectia Coccollo,camera-bebe-coccollo,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/07/COLECTIA-COCCOLLO-POZA-TITLU.png,In stoc,,,,,,,,1134
"<strong>Dimensiuni:

L 135 cm
P 71 cm
H 103 cm</strong>",Patut Coccollo Bianco,patut-coccolo,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/07/PATUT-BEBELUSI-COCCOLLO-ERBESI-ITALIA-ALB.png,In stoc,1790,112589,,,,,,1611
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Coccollo Bianco,comoda-coccolo,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/07/COMODA-BEBELUSI-COCCOLLO-ERBESI-ITALIA-ALBA.png,In stoc,1260,,,,,,,1134
"Mayoral combina practica si stilul cu aceasta geanta haioasa din piele.
Are o multime de buzunare si compartimente tocmai bune pentru a depozita tot ce are nevoie copilasul tau.
Se poate purta pe umar cu o curelusa reglabila pe masura care ti se potriveste sau o poti atasa la carucior.
Eleganta si spatioasa.",Geanta Mayoral,geanta,Genti Carucior,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/50118-v1.jpg,In stoc,250,112016,,,,,,250
"<strong>Geanta Mayoral laminata alba cu dungi bleu
Compartimente variate
Se poate tine de mana, agata de umar sau se poate atasa de carucior
Eleganta si spatioasa
Masuri: 27cm x 40cm x 15cm</strong>",Geanta Mayoral Stripe,geanta-mayoral-stripe,Genti Carucior,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/4938.jpg,In stoc,300,112139,,,,,,250
"Suport pentru biberon din piele alba cu buline in bej. 
Se păstrează temperatura de biberon pentru un timp mai lung.
Manerul este ideal pentru carucior sau mana
Dimensiuni:
9x9x23 cm",Gentuta Biberon Pasito a Pasito,gentuta-biberon-pasito-a-pasito,Genti Carucior,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/1342274937_HJKL1.jpg,In stoc,100,112136,,,,,,80
"Această husa practică matlasata va ajuta sa schimbati copilul de cate ori aveti nevoie, oriunde v-ati afla.
Se pliază cu ușurință pentru a se potrivi în geanta pentru schimbare si accesorii pentru a va insoti in toate calatoriile dumneavoastra 
Dimensiune desfasurata: 76cm ​​x 55cm
",Mayoral Husa schimbat bebe,666,Genti Carucior,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/geanta-bleumarin.png,In stoc,,112135,,,,,,80
"<strong>Crib 

L 131 cm
P 70,5 cm
H 102 cm</strong>",Patut Abbraccio Bianco,patut-abbraccio-3,Colectia Abbraccio|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PAT-COPII-ALB-ABBRACIO-ITALIA.png,In stoc,1320,112017,,,,,,1188
"<strong>Dimensiuni

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Abbraccio Bianco,comoda-abbraccio-2,Colectia Abbraccio|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-ABBRACCIO-ERBESI-ITALIA.png,In stoc,1200,112018,,,,,,1080
"Mobila camera bebelusi fetite baietel lemn alb, gri patut bebe cu roti, dulap bebelus cu doua usi, comoda cabinet bebe alba gri cu sertare si masuta de infasat. ",Colectia Cucu,camera-bebe-cucu,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Cucu_bianca_1370012161097993100.jpg,In stoc,,,,,,,,1247
"<strong>Dimensiuni

L 132 cm
P 71 cm
H 106,5 cm</strong>",Patut Cucu Bianco,patut-cucu,Colectia Cucu|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-CUCU-ERBESI-ITALIA-ALB.png,In stoc,1669,112019,,,,,,1502
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm
</strong>",Comoda Cucu Bianco,comoda-cucu,Colectia Cucu|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-CUCU-ERBESI-ITALIA-ALB.png,In stoc,1386,112020,,,,,,1247
"Dormitor bebelus lemn fag, stil italian, patut cu rotile, comoda bebelus sertare cadita cu scurgere, masa toaleta bebelus, cabinet bebe sertare, dulap sifonier pentru umerase.",Colectia Pisoloni,camera-bebe-pisoloni,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Pisoloni_grigia_1369754186069385000.jpg,In stoc,,,,,,,,1186
"<strong>Dimensiuni:

L 132,5 cm
P 73 cm
H 109,5 cm</strong>",Patut Pisoloni Bianco,patut-pisoloni,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-PISOLONI-ERBESI-ITALIA-ALB.png,In stoc,2055,112023,,,,,,1849
"<strong>Dimensiuni: 

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Pisoloni Bianco,comoda-pisoloni,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-PISOLONI-ERBESI-ITALIA-ALBA.png,In stoc,1318,112024,,,,,,1186
"<strong>Dimensiuni: 

L 131 cm
P 71 cm
H 104 cm</strong>",Patut Tippy Bianco,patut-tippy,Colectia Tippy|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-TIPPY-ERBESI-ITALIA-ALB.png,In stoc,1178,112025,,,,,,1071
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Tippy Bianco,comoda-tippy,Colectia Tippy|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-TIPPY-ERBESI-ITALIA-ALBA.png,In stoc,1033,112026,,,,,,939
"Dormitor bebelus mobila lemn alb ivoriu, comoda bebe cu masuta de infasat si cadita cu scurgere, cabinet cu sertare bebelusi, dulap ivoire bebelusi.",Colectia I Love Hugs,camera-bebe-i-love-hugs,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/hugs_bianca_1369752548031282100.jpg,In stoc,,,,,,,,1292
"<strong>Dimensiuni:

L 132,5 cm
P 74 cm
H 109 cm</strong>",Patut I Love Hugs Bianco,patut-i-love-hugs,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-I-LOVE-HUGS-ERBESI-ITALIA-ALB.png,In stoc,2217,112027,,,,,,2016
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda I Love Hugs Bianco,comoda-i-love-hugs,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-I-LOVE-HUGS-ERBESI-ITALIA-ALBA.png,In stoc,1421,112028,,,,,,1292
"Dormitor bebelusi compus din patut balansoar lemnn solid, dulap cu sina pentru umerase bebelus, comoda cu masuta de infasat bebelus, cabinet cu sertare bebe, cufar lada pentru jucarii bebe, etajera biblioteca rafturi copii.",Colectia Crystal,dormitor-bebelus-crystal,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Crystal_B_1369839006063733800.jpg,In stoc,,,,,,,,1134
"<strong>Dimensiuni:

L 133,5 cm
P 79,5 cm
H 120 cm</strong>",Patut Crystal Bianco,patut-cristal,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-CRYSTAL-ERBESI-ITALIA-ALB.png,In stoc,3163,112029,,,,,,2876
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Crystal Bianco,comoda-cristal,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-CRYSTAL-ERBESI-ITALIA-ALBA.png,In stoc,1896,112030,,,,,,1724
"Camera bebelus mobila lemn fag, patut cu roti detasabile, comoda cu masa toaleta bebelus, dulap bebe  lemn alb si crem.",Colectia Chic,camera-bebe-chic,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Chic_B_1369839796000247200.jpg,In stoc,,,,,,,,981
"<strong>Dimensiuni:

L 131 cm
P 71 cm
H 104 cm</strong>",Patut Chic Bianco,patut-chic,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-CHIC-ERBESI-ITALIA-ALB.png,In stoc,1277,112031,,,,,,1161
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Chic Bianco,comoda-chic,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-CHIC-ERBESI-ITALIA-ALBA.png,In stoc,1079,112032,,,,,,981
"Mobilier camera bebelus nuante alb, alb lucios, ivoriu, crem, nuc; patuturi bebe cu balansoar, comoda cu masuta de infasat si cadita anatomica, cabinet bebelus si dulap bebe ivoire.",Colectia Amour,camera-bebelus-amour,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-TITLU-AMOR.png,In stoc,,,,,,,,1180
"Colectie piese de mobilier camera bebelusi, patut roti, dulap bebelusi alb, comoda de infasat bebe cu cadita cu scurgere, cabinet cu sertare bebelusi, etajera biblioteca pentru carti sau jucari, cuier etajera alb bebelusi.",Colectia Chicca,camera-bebe-chicca,,"mbilier copii,mobilier italia bebelusi",1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-TITLU-CHICCA.png,In stoc,,,,,,,,790
"Mobila pentru camera bebelus compusa din patut bebe cu ursulet, dulap bebe pentru umerase, comoda cu masuta de infasat si cadita anatomica, cabinet cu sertare alb si ivoriu",Colectia Cucciolo,camera-bebe-cucciolo,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-TITLU-CUCCIOLO.png,In stoc,,,,,,,,1395
"Dormitor bebelusi lemn alb, patut bebe cu rotile si balansoar, dulap haine bebelusi, comoda cu sertare culisante, comoda bebelusi cu cadita si masa de infasat. ",Colectia Fiocco,camera-bebe-fiocco,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/collezione_1322147993048368300.jpg,In stoc,,,,,,,,1245
"Mobilier camera bebelusi design practic si elegant, format din patut bebe lemn alb si ivoriu. Dulap haine bebelus cu umersase, comoda cu masuta de infasat si cadita anatomica. ",Colectia Pretty,camera-bebelus-pretty,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/collezione_1322217571070311200.jpg,In stoc,,,,,,,,1395
"Produse mobilier bebelusi compus din patut pentru bebe, comoda cu cadita anatomica si scurgere, dulap inalt hainute bebe.",Colectia Sonia,camera-bebelus-sonia,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-COLECTIA-SONIA.png,In stoc,,,,,,,,960
"Mobila pentru camera bebelus din lemn de fag, alb si ivoriu formata din patut bebe si dulap hainute bebe, comoda cu cadita si masa de infasat. ",Colectia Tippy Jolie,camera-bebe-tippy-jolie,,"dulap bebelus alb,mobila copii,mobilier copii ieftin,patut bebe",1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-COLECTIA-TIPPY-JOLIE.png,In stoc,,,,,,,,1215
"Mobilier pentru camera bebelus, din lemn nuante alb si ivoriu crem cu patut bebe, dulap haine bebe, comoda bebelusi.",Colectia Bijoux,camera-bebe-bijoux,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-COLECTIA-BIJOUX.png,In stoc,,,,,,,,1305
"Amenajare camera bebelusului culori alb si gri, stil eleggant, mobilier din lemn de fag format din patut pentru bebelus cu ursulet, dulap Coccolo Bianco, comoda bebelus si cabinet bebe.",Colectia Ted,dormitor-bebelusi-ted,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/poza-colectia-ted.png,In stoc,,,,,,,,1215
"Camera pentru bebelusi cu mobilier alb si verde, rosu, fucsia, format din patut bebe, dulap pentru hainute bebelus, comoda de infasat cu cadita, cabinet copii.",Colectia Cucu Colour,camera-bebe-cucu-colour,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2014/06/POZA-TITLU-COLECTIA-CUCU-COLOUR.png,In stoc,,,,,,,,1485
"Camera amenajata pentru bebelusi cu mobilier stil italian compus din patut pentru bebe, dulap hainute pentru umerase, comoda cu cadita anatomica integrata si cu masuta de infasat, cabinet pentru bebelus, etajera cu rafturi copii, cufar pentru jucarii copii.",Colectia Cuore,camera-bebelusi-cuore,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Cuore_B_1369840686043601200.jpg,In stoc,,,,,,,,1134
"<strong>Dimensiuni:

L 133,5 cm
P 79,5 cm
H 120 cm</strong>",Patut Cuore Bianco,patut-cuore,Colectia Cuore|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-CUORE-ERBESI-ITALIA-ALB.png,In stoc,3163,112033,,,,,,2876
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Cuore Bianco,comoda-cuore,Colectia Cuore|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-CUORE-ERBESI-ITALIA-BIANCO.png,In stoc,1896,112034,,,,,,1896
"<strong>Dimensiuni:

L 131 cm
P 71 cm
H 104 cm</strong>",Patut Cuoricino Bianco,patut-cuoricino,Colectia Cuoricino|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PAT-CUORICINO-BEBELUSI-ERBESI-ITALIA-ALB.png,In stoc,1277,112035,,,,,,1161
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Cuoricino Bianco,comoda-cuoricino,Colectia Cuoricino|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2015/02/Comoda-Bebelusi-Cu-Cadita-si-masa-de-infasat-fabricata-in-italia.png,In stoc,1079,112036,,,,,,981
"Dormitor bebelusi lemn fag, cu patut bebe alb, dulap elegant, comoda cu sertare pentru bebe, cabinet copii.",Colectia Dolce,camera-bebelusi-dolce,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COLECTIA-DOLCE-POZA-TITLU.png,In stoc,,,,,,,,1152
"<strong>Dimensiuni:

L 134,5 cm
P 75 cm
H 108,5 cm</strong>",Patut Dolce Bianco,patut-dolce,Colectia Dolce|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-DOLCE-ERBESI-ITALIA-ALB.png,In stoc,2019,112037,,,,,,1836
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Dolce Bianco,comoda-dolce,Colectia Dolce|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-DOLCE-ERBESI-ITALIA-ALBA.png,In stoc,1269,112038,,,,,,1152
"Camera bebelusi, mobila stil iltalian, patut alb elegant, comoda cu cadita si masa de infasat, dulap pentru hainute bebelus, cabinet cu sertare.",Colectia Tiffany,dormitor-bebelus-tiffany,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Tiffany_B_1369837401075534600.jpg,In stoc,,,,,,,,1652
"<strong>Dimensiuni:

L 133,5 cm
P 79,5 cm
H 120 cm</strong>",Patut Tiffany Bianco,patut-tiffany,Colectia Tiffany|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-TIFFANY-ERBESI-ITALIA-ALB.png,In stoc,3045,112039,,,,,,2768
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Tiffany Bianco,comoda-tiffany,Colectia Tiffany|Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-TIFFANY-ERBESI-ITALIA-ALBA.png,In stoc,1817,112040,,,,,,1652
"Dormitor bebelus lemn nuante alb gri crem format din patut bebelusi, dulap hainute, comoda pentru bebe cu cadita cu scurgere si furtun inclus, cabinet.",Colectia Friends,camera-bebe-friends,,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/POZA-TITLU-FRIENDSS.png,In stoc,,,,,,,,1080
"<strong>Dimensiuni:

L 131,5 cm
P 72,5 cm
H 102,5 cm</strong>",Patut Friends Grey,patut-friends,Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PAT-BEBELUSI-FRIENDS-ERBESI-ITALIA-GREY.png,In stoc,1821,112041,,,,,,1656
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Friends Grey,comoda-friends,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-FLIC-ERBESI-ITALIA-GREY.png,In stoc,1389,112042,,,,,,1260
"<strong>Dimensiuni:

L 131 cm
P 70,5 cm
H 102 cm</strong>",Patut Flic Bianco,patut-flic,Colectia Flic|Patuturi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2015/02/Patut-Bebelusi-Lemn-De-Fag-Vopsea-Pe-Baza-De-Apa-Sertar-2-Compartimente.png,In stoc,1039,112043,,,,,,945
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Flic Bianco,comoda-flic,Colectia Flic|Comode,"cadita bebe,comoda alba bebelusi,comoda cu masa infasat,comoda sertare,mobila copii",1,http://www.camerabebelusului.ro/wp-content/uploads/2015/02/Comoda-Bebelusi-Cu-Suprafata-de-schimbat-copil-si-cadita-pentru-spalat.png,In stoc,990,112044,,,,,,900
"<strong>Dimensiuni:

L 132 cm
P 72 cm
H 102 cm</strong>",Patut Tesoro Bianco,patut-tesoro,Patuturi,"mobila alba copii,patul lemn bebelusi,patut copil",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PAT-TESORO.png,In stoc,1739,112518,,,,,,1580
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Tesoro Bianco,comoda-tesoro,Comode,"comoda sertare copii,dulap sertare copii,mobila bebelusi",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-TESORO.png,In stoc,1425,112046,,,,,,1296
"Camera bebelusi lemn culoare ivoriu crem, patut bebe, dulap inalt sifonier, comoda cu masuta de infasat, cabinet cu sertare, cufar din lemn pentru jucarii copii si bebelusi. Etajera cu rafturi pentru carti si jucarii copii.",Colectia Jolie,dormitor-bebe-jolie,,"comoda bebelusi,dulap copii,mobila copii,mobilier bebelusi,paut bebe",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Jolie_1369892995043310100.jpg,In stoc,,,,,,,,990
"<strong>Dimensiuni:

L 136 cm
P 76,5 cm
H 103 cm</strong>",Patut Jolie Avorio,patut-jolie,Patuturi,"mobilia copii,patut bebe,patut lemn fag",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PATUT-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,1689,112047,,,,,,1530
"<strong>Dimensiuni:

L 81 cm
P 48 cm
H 100,5 cm</strong>",Comoda Jolie Avorio,comoda-jolie,Comode,"cadita bebelus,comoda bebelusi,masuta infasat,mobilier bebelus",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/COMODA-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,1089,112048,,,,,,990
"<strong>Dimensiuni:

L 131,5 cm
P 72,5 cm
H 102,5 cm</strong>",Patut Bubu Bianco,patut-bubu,Colectia Bubu|Patuturi,"mobila copii,patut bebelus,patut lemn",1,http://www.camerabebelusului.ro/wp-content/uploads/2015/02/Comoda-Pat-Bebelusi.png,In stoc,1479,112049,,,,,,1331
"Dormitor alb, elegant pentru bebelusi cu patut din lemn cu grilaj, dulap inalt cu rafturi, comoda cu cadita si masa de infasat, cabinet cu sertare. ",Colectia Elite,dormitor-bebe-elite,,"dulap bebelus,mobila copii,mobilier bebelusi,patut bebelusi",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/Elite_B_1369838102087392400.jpg,In stoc,,,,,,,,1580
"<strong>Dimensiuni:

L 133,5 cm
P 79,5 cm
H 120 cm</strong>",Patut Elite Bianco,patut-elite,Colectia Elite|Patuturi,"mobila alba,mobila copii,patut bebelusi",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/PAT-BEBELUSI-ELITE-ALB-ERBESI-ITALIA.png,In stoc,3169,112051,,,,,,2876
"Camera amenajata pentru bebe cu mobila copii din lemn alb cu aplicatii inimioara si ursulet, cabinet cu sertare, dulap cu doua usi sina pentru umerase, comoda cu masuta de infasat.",Colectia Lulu,dormitor-bebelusi-lulu,,"dulap bebelus,mobila copii,mobilier bebelusi,patut lemn",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/collezione01_1322217679036034200.jpg,In stoc,,,,,,,,1395
"<strong>Dimensiuni:

L 100 cm
P 55 cm
H 177 cm</strong>",Dulap Cucu Bianco,dulap,Colectia Cucu|Dulapuri,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/DULAP-CUCU-ITALIA-ALB.png,In stoc,3199,112059,,,,,,2879
"<strong>Dimensiuni

L 91 cm
P 54 cm
H 98,5 cm</strong>",Cabinet Coccollo Bianco,cabinet-2,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/CABINET-BEBELUSI-COCCOLLO-ERBESI-ITALIA-ALB.png,In stoc,1970,112060,,,,,,1773
"<strong>Dimensiuni:

L 100 cm
P 55 cm
H 174 cm</strong>",Dulap Coccollo,dulap-2,Dulapuri,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/assssss.png,In stoc,2945,112061,,,,,,2650
"<strong>Dimensiuni:

L 91 cm
P 54 cm
H 100 cm</strong>",Cabinet Pisoloni Bianco,cabinet-3,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/CABINET-BEBELUSI-PISOLONI-ERBESI-ITALIA-ALB.png,In stoc,2336,112062,,,,,,2124
"<strong>Dimensiuni:

L 100 cm
P 55 cm
H 178 cm</strong>",Dulap Pisoloni Bianco,dulap-3,Dulapuri,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/DULAP-BEBELUSI-PISOLONI-ERBESI-ITALIA-ALB.png,In stoc,2851,112063,,,,,,2592
"<strong>Dimensiuni:

L 72 cm
P 50 cm
H 121,5 cm</strong>",Cabinet Tippy Bianco,cabinet-4,Colectia Tippy,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/CABINET-BEBELUSI-TIPPY-ERBESI-ITALIA-ALB.png,In stoc,2178,112064,,,,,,1980
"<strong>Dimensiuni:

L 91 cm
P 54 cm
H 100 cm</strong>",Cabinet I Love Hugs Bianco,cabinet-5,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/CABINET-BEBELUSI-I-LOVE-HUGS-ERBESI-ITALIA-ALB.png,In stoc,2336,112065,,,,,,2150
"<strong>Dimensiuni:

L 100 cm
P 55 cm
H 182 cm</strong>",Dulap I Love Hugs Bianco,dulap-4,Dulapuri,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/DULAP-BEBELUSI-I-LOVE-HUGS-ERBESI-ITALIA-ALB.png,In stoc,2851,112066,,,,,,2592
"<strong>Dimensiuni:

L 93,5 cm
P 73 cm
H 96 cm</strong>",Cabinet Crystal Bianco,cabinet-6,Comode,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/CABINET-BEBELUSI-CRYSTAL-ERBESI-ITALIA-ALB.png,In stoc,2385,112067,,,,,,2167
"<strong>Dimensiuni:

L 94 cm
P 55 cm
H 175 cm</strong>",Dulap Crystal Bianco,dulap-5,Dulapuri,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/DULAP-BEBELUSI-CRYSTAL-ERBESI-ITALIA-ALB.png,In stoc,3366,112068,,,,,,3060
"<strong>Dimensiuni:

L 52,5 cm
P 41,5 cm
H 172 cm</strong>",Etajera Crystal Bianco,librarie,Mobilier Erbesi,,1,http://www.camerabebelusului.ro/wp-content/uploads/2013/08/LIBRARIE-BEBELUSI-ERBESI-ITALIA-CRYSTAL-ALBA.png,In stoc,1421,112070,,,,,,1292
"<strong>L 72 cm
P 50 cm
H 121,5 cm</strong>",Cabinet Elite Avorio,cabinet-elite,Colectia Elite,"cabinet bebelus,dulap sertare,mobila copii",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/CABINET-BEBELUSI-ERBESI-ITALIA-CREM.png,In stoc,2339,150003,,,,,,2124
"<strong>Dimensiuni:

L 93,5 cm
P 73 cm
H 96 cm</strong>",Cabinet Jolie Avorio,cabinet-jolie,Comode,"cabinet bebe,comoda alba bebelusi,mobila copii",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/CABINET-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,2269,150005,,,,,,2059
"<strong>Dimensiuni:

L 94 cm
P 55 cm
H 175 cm</strong>",Dulap Jolie Avorio,dulap-jolie,Dulapuri,"dulap bebelusi,dulap cu umerase,mobila copii,mobilier bebelus",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/DULAP-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,3089,150006,,,,,,2804
"<strong>L 78,5 cm
P 46,5 cm
H 46 cm</strong>",Cufar Jolie,cufar-jolie,Mobilier Erbesi,"cufar jucarii,lada jucarii,mobila copii",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/CUFAR-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,1104,150007,,,,,,1004
"<strong>Dimensiuni:

L 52,5 cm
P 41,5 cm
H 172 cm</strong>",Etajera Jolie,librarie-jolie,Mobilier Erbesi,"biblioteca bebelusi,dulap rafturi copii,mobilier copii ieftin",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/LIBRARIE-BEBELUSI-JOLIE-ERBESI-ITALIA-CREM.png,In stoc,1429,150008,,,,,,1292
"<strong>Dimensiuni:

L 91 cm
P 54 cm
H 98,5 cm</strong>",Cabinet Tesoro Bianco,cabinet-tesoro,Comode,"cabinet bebelusi,comoda alba bebelusi,mobila copii",1,http://www.camerabebelusului.ro/wp-content/uploads/2013/12/CABINET-BEBELUSI-TESORO-ERBESI-ITALIA-GREY.png,In stoc,2179,150010,,,,,,1980
